question,qtype
What causes Sertoli-Leydig cell tumor ?,causes
What causes Carpal tunnel syndrome ?,causes
What causes Anencephaly ?,causes
What causes Rheumatoid Arthritis ?,causes
What causes Limbic encephalitis ?,causes
What causes Liver spots ?,causes
What causes Gallstones ?,causes
What causes Hirschsprung's disease ?,causes
What causes Optic nerve atrophy ?,causes
What causes Dengue fever ?,causes
What causes Peritonitis ?,causes
What causes Von Willebrand disease ?,causes
What causes X-linked hypophosphatemia ?,causes
What causes Dilated cardiomyopathy ?,causes
What causes Amebic liver abscess ?,causes
What causes Orgasmic dysfunction ?,causes
What causes Acute coronary syndrome ?,causes
What causes Schwannomatosis ?,causes
What causes Trisomy 17 mosaicism ?,causes
What causes Causes of Diabetes ?,causes
What causes Corneal ulcers and infections ?,causes
What causes Breath odor ?,causes
What causes Pemphigus vulgaris ?,causes
What causes Trisomy 18 ?,causes
What causes Heartburn ?,causes
What causes Pneumocystis jiroveci pneumonia ?,causes
What causes Graves disease ?,causes
What causes Reticulohistiocytoma ?,causes
What causes Spinal cord abscess ?,causes
What causes Chlamydia infections in women ?,causes
What causes Bowlegs ?,causes
What causes Leg pain ?,causes
What causes Tinea capitis ?,causes
What causes Polycythemia Vera ?,causes
What causes Medullary carcinoma of thyroid ?,causes
What causes Narcolepsy ?,causes
What causes Metopic ridge ?,causes
What causes Rh incompatibility ?,causes
What causes Mitochondrial genetic disorders ?,causes
What causes Organic brain syndrome ?,causes
What causes Dermatomyositis ?,causes
What causes Holes in the Heart ?,causes
What causes Drug-induced pulmonary disease ?,causes
What causes Rheumatoid lung disease ?,causes
What causes Central pontine myelinolysis ?,causes
What causes Reifenstein syndrome ?,causes
What causes Breast infection ?,causes
What causes Perineal Injury in Males ?,causes
What causes Eyelid twitch ?,causes
What causes Cystic fibrosis ?,causes
What causes Typhoid fever ?,causes
What causes Primary hyperoxaluria type 2 ?,causes
What causes Fainting ?,causes
What causes Ruptured eardrum ?,causes
What causes Mitral valve regurgitation ?,causes
What causes Thrombocythemia and Thrombocytosis ?,causes
What causes WaterhouseFriderichsen syndrome ?,causes
What causes Glossitis ?,causes
What causes Nipple discharge ?,causes
What causes Diabetes insipidus - central ?,causes
What causes Idiopathic pulmonary fibrosis ?,causes
What causes Breast lump ?,causes
What causes Type 1 diabetes ?,causes
What causes Anemia of Inflammation and Chronic Disease ?,causes
What causes Urinary Tract Infections ?,causes
What causes Smallpox ?,causes
What causes IgA nephropathy ?,causes
What causes Adhesion ?,causes
What causes Urachal cyst ?,causes
What causes Intraductal papilloma ?,causes
What causes Chediak-Higashi syndrome ?,causes
What causes Nephrotic syndrome ?,causes
What causes Familial hypercholesterolemia ?,causes
What causes Kyrle disease ?,causes
What causes Platelet storage pool deficiency ?,causes
What causes Immune hemolytic anemia ?,causes
What causes Pregnancy and herpes ?,causes
What causes Progressive deafness with stapes fixation ?,causes
What causes Membranous nephropathy ?,causes
What causes Dermatomyositis ?,causes
What causes Restrictive cardiomyopathy ?,causes
What causes Tropical sprue ?,causes
What causes Craniopharyngioma ?,causes
What causes Delirium tremens ?,causes
What causes Enteritis ?,causes
What causes Acute cerebellar ataxia ?,causes
What causes Persistent depressive disorder ?,causes
What causes Muscle eye brain disease ?,causes
What causes Stuffy or runny nose - children ?,causes
What causes Hepatomegaly ?,causes
What causes Thrombotic Thrombocytopenic Purpura ?,causes
What causes Perianal streptococcal cellulitis ?,causes
What causes Pectus excavatum ?,causes
What causes Congenital bilateral absence of the vas deferens ?,causes
What causes Tuberous sclerosis ?,causes
"What causes 47, XYY syndrome ?",causes
What causes Purpura ?,causes
What causes Mantle cell lymphoma ?,causes
What causes Ringworm ?,causes
What causes Colic and crying - self-care ?,causes
What causes Esophageal spasm ?,causes
What causes Acquired Cystic Kidney Disease ?,causes
What causes Legg-Calve-Perthes disease ?,causes
What causes Gonorrhea ?,causes
What causes Thrombocytopenia ?,causes
What causes Porphyria ?,causes
What causes Antiphospholipid Antibody Syndrome ?,causes
What causes Common cold ?,causes
What causes Anemia - B12 deficiency ?,causes
What causes Orchitis ?,causes
What causes Pontocerebellar hypoplasia type 1 ?,causes
What causes Pellagra ?,causes
What causes Leprosy ?,causes
What causes Caput succedaneum ?,causes
What causes Ribcage pain ?,causes
What causes Hereditary amyloidosis ?,causes
What causes Vaginal yeast infection ?,causes
What causes Dry Eye ?,causes
What causes Intraventricular hemorrhage of the newborn ?,causes
What causes Expressive language disorder - developmental ?,causes
What causes Causes of Diabetes ?,causes
What causes Charcot-Marie-Tooth disease type 2F ?,causes
What causes MYH7-related scapuloperoneal myopathy ?,causes
What causes Colon cancer ?,causes
What causes Metatarsus adductus ?,causes
What causes Glomerular Diseases ?,causes
What causes Chiggers ?,causes
What causes Low magnesium level ?,causes
What causes Pinworms ?,causes
What causes Thyroid storm ?,causes
What causes Dry Mouth ?,causes
What causes Myelofibrosis ?,causes
What causes Choriocarcinoma ?,causes
What causes Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,causes
What causes Diarrhea - overview ?,causes
What causes Femoral hernia ?,causes
What causes Beriberi ?,causes
What causes Muir-Torre syndrome ?,causes
What causes Retroperitoneal fibrosis ?,causes
What causes Acute myelogenous leukemia (AML) - children ?,causes
What causes Armpit lump ?,causes
What causes Port-wine stain ?,causes
What causes Craniosynostosis ?,causes
What causes Causes of Diabetes ?,causes
What causes Prolactinoma ?,causes
What causes Acute nephritic syndrome ?,causes
What causes Disorder of written expression ?,causes
What causes Pilonidal dimple ?,causes
What causes Hashimoto's syndrome ?,causes
What causes Claw hand ?,causes
What causes Vascular ring ?,causes
What causes Bleeding gums ?,causes
What causes What I need to know about Kidney Stones ?,causes
What causes Gum (Periodontal) Disease ?,causes
What causes Fungal arthritis ?,causes
What causes Chronic motor tic disorder ?,causes
What causes Myelodysplastic/myeloproliferative disease ?,causes
What causes Cardiac tamponade ?,causes
What causes Hypoglycemia ?,causes
What causes Primary melanoma of the central nervous system ?,causes
What causes Factitious hyperthyroidism ?,causes
What causes Spasmodic dysphonia ?,causes
What causes COPD ?,causes
What causes Kneecap dislocation ?,causes
What causes Split hand foot malformation ?,causes
What causes Paroxysmal supraventricular tachycardia (PSVT) ?,causes
What causes Migraine ?,causes
What causes Pilomatrixoma ?,causes
What causes Meningitis - cryptococcal ?,causes
What causes Paraquat poisoning ?,causes
What causes Diabetes ?,causes
What causes Urinary incontinence ?,causes
What causes Infant of diabetic mother ?,causes
What causes Skin discoloration - bluish ?,causes
What causes Skin Cancer ?,causes
What causes Duchenne muscular dystrophy ?,causes
What causes What I need to know about Diverticular Disease ?,causes
What causes Face pain ?,causes
What causes Multiple endocrine neoplasia (MEN) I ?,causes
What causes Klinefelter syndrome ?,causes
What causes Turner syndrome ?,causes
What causes Foodborne Illnesses ?,causes
What causes Causes of Diabetes ?,causes
What causes Synovial Chondromatosis ?,causes
What causes Myasthenia gravis ?,causes
What causes Natal teeth ?,causes
What causes Agitation ?,causes
What causes HIV/AIDS ?,causes
What causes Rheumatic fever ?,causes
What causes TARP syndrome ?,causes
What causes Separation anxiety in children ?,causes
What causes Skin lumps ?,causes
What causes ECHO virus ?,causes
What causes Hereditary ovalocytosis ?,causes
What causes Viral arthritis ?,causes
What causes Psychosis ?,causes
What causes Respiratory Distress Syndrome ?,causes
What causes Toxic shock syndrome ?,causes
What causes Neonatal abstinence syndrome ?,causes
What causes Congenital nephrotic syndrome ?,causes
What causes Thromboangiitis obliterans ?,causes
What causes Stress and your health ?,causes
What causes Juvenile myoclonic epilepsy ?,causes
What causes Cholangiocarcinoma ?,causes
What causes Prostatitis - bacterial ?,causes
What causes Chronic Fatigue Syndrome (CFS) ?,causes
What causes Kidney Dysplasia ?,causes
What causes Factor X deficiency ?,causes
What causes Eye redness ?,causes
What causes Histrionic personality disorder ?,causes
What causes Urinary Incontinence in Children ?,causes
What causes Sebaceous cyst ?,causes
What causes Autoimmune hepatitis ?,causes
What causes Causes of Diabetes ?,causes
What causes Esthesioneuroblastoma ?,causes
What causes IgA Nephropathy ?,causes
What causes Obsessive-compulsive personality disorder ?,causes
What causes Balance Problems ?,causes
What causes Varicose veins and venous insufficiency ?,causes
What causes Chronic granulomatous disease ?,causes
What causes Multifocal motor neuropathy ?,causes
What causes Obesity hypoventilation syndrome (OHS) ?,causes
What causes Near drowning ?,causes
"What causes Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",causes
What causes Prostate Cancer ?,causes
What causes Neurosyphilis ?,causes
What causes Human T-cell leukemia virus type 2 ?,causes
What causes Obesity in children ?,causes
What causes Small intestinal ischemia and infarction ?,causes
What causes Malnutrition ?,causes
What causes Cold intolerance ?,causes
What causes Kidney stones ?,causes
What causes Essential tremor ?,causes
What causes Cri du chat syndrome ?,causes
What causes Failure to thrive ?,causes
What causes Meckel's diverticulum ?,causes
What causes Lymphogranuloma venereum ?,causes
What causes Head injury - first aid ?,causes
What causes Dental cavities ?,causes
What causes Schizoaffective disorder ?,causes
What causes Charcot-Marie-Tooth disease ?,causes
What causes Pulmonary edema ?,causes
What causes Amelogenesis imperfecta ?,causes
What causes Prader-Willi syndrome ?,causes
What causes Ewing sarcoma ?,causes
What causes Cowden syndrome ?,causes
What causes Atheroembolic renal disease ?,causes
What causes Plummer-Vinson syndrome ?,causes
What causes Abdominal aortic aneurysm ?,causes
What causes What I need to know about Erectile Dysfunction ?,causes
What causes Pulmonary aspergilloma ?,causes
What causes Facial tics ?,causes
What causes Hemangiopericytoma ?,causes
What causes Coal worker's pneumoconiosis ?,causes
What causes Confusion ?,causes
What causes Morquio syndrome ?,causes
What causes Loss of brain function - liver disease ?,causes
What causes Cardiac arrest ?,causes
How to diagnose Malocclusion of teeth ?,exams and tests
How to diagnose Bartholin cyst or abscess ?,exams and tests
How to diagnose Hereditary multiple osteochondromas ?,exams and tests
How to diagnose Central sleep apnea ?,exams and tests
How to diagnose Tumor ?,exams and tests
How to diagnose Food poisoning ?,exams and tests
How to diagnose Glucose transporter type 1 deficiency syndrome ?,exams and tests
How to diagnose Primary Ciliary Dyskinesia ?,exams and tests
How to diagnose Herpetic stomatitis ?,exams and tests
How to diagnose Viral Gastroenteritis ?,exams and tests
How to diagnose Small Cell Lung Cancer ?,exams and tests
How to diagnose Pulmonary tuberculosis ?,exams and tests
How to diagnose Esophageal cancer ?,exams and tests
How to diagnose Diabetes and kidney disease ?,exams and tests
How to diagnose Plantar fasciitis ?,exams and tests
How to diagnose Hypervitaminosis D ?,exams and tests
How to diagnose Rectal Cancer ?,exams and tests
How to diagnose Tonsillitis ?,exams and tests
How to diagnose Alkhurma Hemorrhagic Fever (AHF) ?,exams and tests
How to diagnose Varicocele ?,exams and tests
How to diagnose Autoimmune hepatitis ?,exams and tests
How to diagnose Stress urinary incontinence ?,exams and tests
How to diagnose Coarctation of the aorta ?,exams and tests
How to diagnose Childhood Craniopharyngioma ?,exams and tests
How to diagnose Optic neuritis ?,exams and tests
How to diagnose Dwarfism ?,exams and tests
How to diagnose Retinitis pigmentosa ?,exams and tests
How to diagnose Omsk Hemorrhagic Fever (OHF) ?,exams and tests
How to diagnose Cat-scratch disease ?,exams and tests
How to diagnose Hepatorenal syndrome ?,exams and tests
How to diagnose Yaws ?,exams and tests
How to diagnose Renal papillary necrosis ?,exams and tests
How to diagnose Pneumothorax - infants ?,exams and tests
How to diagnose Pediatric sleep apnea ?,exams and tests
How to diagnose Amelogenesis imperfecta ?,exams and tests
How to diagnose Colorado tick fever ?,exams and tests
How to diagnose Autoimmune hepatitis ?,exams and tests
How to diagnose Mastocytic enterocolitis ?,exams and tests
How to diagnose Your Diabetes Care Records ?,exams and tests
How to diagnose Cutaneous skin tag ?,exams and tests
How to diagnose Primary Hyperparathyroidism ?,exams and tests
