question,qtype,source
why do people get multiple endocrine neoplasia type 1,causes,colloquial
hy do peiple get multiple endocrone neoplasia type 1,causes,typo
What causes Triple A syndrome ?,causes,original
why do people get triple a syndrome,causes,colloquial
whu do peeople gey triole a synrome,causes,typo
What causes Chronic inflammatory demyelinating polyneuropathy ?,causes,original
why do people get chronic inflammatory demyelinating polyneuropathy,causes,colloquial
whhy do people get croniic innflammarory demyelinating polyneuropathy,causes,typo
What causes Addison disease ?,causes,original
why do people get addison disease,causes,colloquial
why o prople get addison disease,causes,typo
What causes Syringomyelia ?,causes,original
why do people get syringomyelia,causes,colloquial
why do people get sringomyelia,causes,typo
What causes Major depression ?,causes,original
why do people get major depression,causes,colloquial
wy doo people get maje depressioon,causes,typo
What causes Blocked tear duct ?,causes,original
why do people get blocked tear duct,causes,colloquial
why do people get blocked tear duct,causes,typo
What causes Nausea and vomiting - adults ?,causes,original
why do people get nausea and vomiting - adults,causes,colloquial
why do peopple get nauswa and vomiting - aduts,causes,typo
What causes Subcutaneous emphysema ?,causes,original
why do people get subcutaneous emphysema,causes,colloquial
why do peopke get subcutaneous emphysema,causes,typo
What causes Gonococcal arthritis ?,causes,original
why do people get gonococcal arthritis,causes,colloquial
whu do people get ginococcal arthritus,causes,typo
What causes Hemorrhoids ?,causes,original
why do people get hemorrhoids,causes,colloquial
whhy do people get hemorrrhoifs,causes,typo
What causes Chronic hiccups ?,causes,original
why do people get chronic hiccups,causes,colloquial
why do peoopl get chronic hiccups,causes,typo
What causes Tooth - abnormal colors ?,causes,original
why do people get tooth - abnormal colors,causes,colloquial
why do eople get tooth - abnormal colors,causes,typo
What causes Canker sore ?,causes,original
why do people get canker sore,causes,colloquial
why do people get canker sore,causes,typo
What causes Seborrheic dermatitis ?,causes,original
why do people get seborrheic dermatitis,causes,colloquial
why di people get seborrheic dermatitis,causes,typo
What causes Rashes ?,causes,original
why do people get rashes,causes,colloquial
why do people het rases,causes,typo
What causes Shingles ?,causes,original
why do people get shingles,causes,colloquial
why do people get shingles,causes,typo
What causes Sinusitis ?,causes,original
why do people get sinusitis,causes,colloquial
whyy do people et ssinusiyis,causes,typo
What causes Human bites - self-care ?,causes,original
why do people get human bites - self-care,causes,colloquial
why do people get humaan bites - self-care,causes,typo
What causes Hypokalemic periodic paralysis ?,causes,original
why do people get hypokalemic periodic paralysis,causes,colloquial
why do peeople get hyokalemiv periddic paralysis,causes,typo
What causes Delayed ejaculation ?,causes,original
why do people get delayed ejaculation,causes,colloquial
wgy do people get delayed ejaculation,causes,typo
What causes Alopecia areata ?,causes,original
why do people get alopecia areata,causes,colloquial
why do people get alopecia areata,causes,typo
What causes Biliary Atresia ?,causes,original
why do people get biliary atresia,causes,colloquial
why o people get bbiliary atresia,causes,typo
What causes Bursitis of the heel ?,causes,original
why do people get bursitis of the heel,causes,colloquial
why do people get vurrsits of the hewl,causes,typo
What causes Menkes syndrome ?,causes,original
why do people get menkes syndrome,causes,colloquial
why do people get mrnkes syndrome,causes,typo
What causes Lichen planus ?,causes,original
why do people get lichen planus,causes,colloquial
why do peole het llichen planus,causes,typo
What causes Multiple myeloma ?,causes,original
why do people get multiple myeloma,causes,colloquial
why do people get mutipple myeloma,causes,typo
What causes Adult-onset vitelliform macular dystrophy ?,causes,original
why do people get adult-onset vitelliform macular dystrophy,causes,colloquial
why do peoole get adult-onset vitelliform maculsr dytroph,causes,typo
What causes Aneurysm ?,causes,original
why do people get aneurysm,causes,colloquial
why do peipple get aneurysm,causes,typo
What causes Glomus jugulare tumor ?,causes,original
why do people get glomus jugulare tumor,causes,colloquial
why do people geet glomus jugulare tumor,causes,typo
What causes Diabetes and eye disease ?,causes,original
why do people get diabetes and eye disease,causes,colloquial
why do people geet diabtes and eye disease,causes,typo
What causes Goiter - simple ?,causes,original
why do people get goiter - simple,causes,colloquial
why fp people gt goiter - simpe,causes,typo
What causes Brucellosis ?,causes,original
why do people get brucellosis,causes,colloquial
why do people get brucellosis,causes,typo
What causes Syphilis - primary ?,causes,original
why do people get syphilis - primary,causes,colloquial
why do peoole get syphilos - prrimary,causes,typo
What causes Insomnia - overview ?,causes,original
why do people get insomnia - overview,causes,colloquial
whu do people get ibsomnua - overview,causes,typo
What causes Pneumonia - adults (community acquired) ?,causes,original
why do people get pneumonia - adults (community acquired),causes,colloquial
why do eople get pneumonia - adukts (community acquired),causes,typo
What causes Periventricular leukomalacia ?,causes,original
why do people get periventricular leukomalacia,causes,colloquial
why do people get periventricular leukomalacia,causes,typo
What causes Opisthotonos ?,causes,original
why do people get opisthotonos,causes,colloquial
wht do peope get opisthotobs,causes,typo
What causes Peripartum cardiomyopathy ?,causes,original
why do people get peripartum cardiomyopathy,causes,colloquial
why do people get peripartum cardioomyopaty,causes,typo
What causes Progressive transformation of germinal centers ?,causes,original
why do people get progressive transformation of germinal centers,causes,colloquial
why do ople get progressie teannsformation of germinal cenyes,causes,typo
What causes Compartment syndrome ?,causes,original
why do people get compartment syndrome,causes,colloquial
why do people get comparment syndrome,causes,typo
What causes Multiple sclerosis ?,causes,original
why do people get multiple sclerosis,causes,colloquial
why do prople get multiple scerosid,causes,typo
What causes Chronic lymphocytic leukemia (CLL) ?,causes,original
why do people get chronic lymphocytic leukemia (cll),causes,colloquial
why do eoplee get chronic lyphocytic leukeemia (cll),causes,typo
What causes Glomerular Diseases ?,causes,original
why do people get glomerular diseases,causes,colloquial
why o people get glommerular disses,causes,typo
What causes Cerebellar degeneration ?,causes,original
why do people get cerebellar degeneration,causes,colloquial
why do people get cerebellar degeneraton,causes,typo
What causes Juvenile Huntington disease ?,causes,original
why do people get juvenile huntington disease,causes,colloquial
why do people get juvenil guntington diseease,causes,typo
What causes Point tenderness - abdomen ?,causes,original
why do people get point tenderness - abdomen,causes,colloquial
why do people get pounnt tennderness - abdomen,causes,typo
What causes Hemochromatosis ?,causes,original
why do people get hemochromatosis,causes,colloquial
why do people get henocchromatosis,causes,typo
What causes Esophageal perforation ?,causes,original
why do people get esophageal perforation,causes,colloquial
why do ppeopke ger esophageal perforation,causes,typo
What causes Silicosis ?,causes,original
why do people get silicosis,causes,colloquial
why do people get silicosis,causes,typo
What causes Gas in the Digestive Tract ?,causes,original
why do people get gas in the digestive tract,causes,colloquial
why do peoplee et ga in the diggestive tract,causes,typo
What causes Mediastinitis ?,causes,original
why do people get mediastinitis,causes,colloquial
why do people gett ediastinitis,causes,typo
What causes Klippel Feil syndrome ?,causes,original
why do people get klippel feil syndrome,causes,colloquial
why do oeople get kliippel fil syndrome,causes,typo
What causes Leukonychia totalis ?,causes,original
why do people get leukonychia totalis,causes,colloquial
why do people get leukonxhia totalis,causes,typo
What causes Autoimmune autonomic ganglionopathy ?,causes,original
why do people get autoimmune autonomic ganglionopathy,causes,colloquial
why do peopl get autoimmuune autonomic anglionopathu,causes,typo
What causes Perichondritis ?,causes,original
why do people get perichondritis,causes,colloquial
why do people get petichondritis,causes,typo
What causes Lung Cancer ?,causes,original
why do people get lung cancer,causes,colloquial
hy d people get lung cancer,causes,typo
What causes Aural polyps ?,causes,original
why do people get aural polyps,causes,colloquial
wh do people get aurall polyps,causes,typo
What causes Obstructive sleep apnea - adults ?,causes,original
why do people get obstructive sleep apnea - adults,causes,colloquial
why do people get obbstructivee sleep apwa - als,causes,typo
What causes Low back pain - acute ?,causes,original
why do people get low back pain - acute,causes,colloquial
why do people gt low back pain - acute,causes,typo
What causes Pineal cyst ?,causes,original
why do people get pineal cyst,causes,colloquial
why do people get pinel cyst,causes,typo
What causes Kaposi sarcoma ?,causes,original
why do people get kaposi sarcoma,causes,colloquial
why d people get kaposi sarcoma,causes,typo
What causes High Blood Pressure ?,causes,original
why do people get high blood pressure,causes,colloquial
why do people fet hiigj blood pressure,causes,typo
What causes Simian crease ?,causes,original
why do people get simian crease,causes,colloquial
why do people get smiann crase,causes,typo
What causes Wrinkles ?,causes,original
why do people get wrinkles,causes,colloquial
why do peopple get wrinkkles,causes,typo
