question,qtype,source
Is there anything that causes dizzy spells?,causes,llm_generated
"I feel like I've lost control of my body, what's happening",causes,llm_generated
What's the reason for all these problems I'm having,causes,llm_generated
"I feel like I've kost controk o my bbody, what's haopening",causes,typo
What causes Jones syndrome ?,causes,original
Is there something in my environment that's making me feel unwell,causes,llm_generated
What could be causing my fatigue,causes,llm_generated
I've been feeling really poorly for weeks and I have no idea what's causing it,causes,llm_generated
I've been feelng really porly for wwes and I have no ida wgat's casing it,causes,typo
What causes Uterine sarcoma ?,causes,original
What triggers eczema flare-ups?,causes,llm_generated
I've had this lump on my neck for weeks and I have no idea what's causing it,causes,llm_generated
I was wondering if my medication could be causing my headaches,causes,llm_generated
What triggers eczrm lare-ups?,causes,typo
What causes Premenstrual breast changes ?,causes,original
My doctor says I have a vitamin deficiency but I don't know what's causing it,causes,llm_generated
What's led to me ending up in hospital,causes,llm_generated
I was wondering why I've been feeling like this lately,causes,llm_generated
I ws wondering why I've been geeling like his lately,causes,typo
What causes Arts syndrome ?,causes,original
Is it something I ate that's given me this upset tummy?,causes,llm_generated
I've had a cough for ages and I'm worried it might be something serious that I've caught,causes,llm_generated
Did my recent travel cause my illness,causes,llm_generated
I've had a cough for ages ans I'm wirried it might be somethhinng serious that I've caught,causes,typo
What causes Dry eye syndrome ?,causes,original
I want to know why this is happening to me now,causes,llm_generated
Why do I keep getting sick all the time,causes,llm_generated
Can a lack of sleep cause my symptoms to get worse,causes,llm_generated
I want to know why this is happening to me now,causes,typo
What causes Sensorimotor polyneuropathy ?,causes,original
Is it possible that my illness is because of something I caught from someone else,causes,llm_generated
Could my new job be causing all this stress?,causes,llm_generated
What causes thrush to keep coming back?,causes,llm_generated
What caauses trush to keeep cming bck?,causes,typo
What causes Vaginal cysts ?,causes,original
"I feel like I've lost control of my body, what's happening",causes,llm_generated
Did my recent travel cause my illness,causes,llm_generated
I've been getting these migraines and I don't know what's setting them off,causes,llm_generated
Did ny recent trsvel cause my ilness,causes,typo
What causes Stress urinary incontinence ?,causes,original
What could be causing my fatigue,causes,llm_generated
Is there something in my lifestyle that's causing this,causes,llm_generated
I've been having trouble breathing and I'm not sure what's causing it,causes,llm_generated
I've been having trouble breathing and u'n not suure what's causing it,causes,typo
What causes Sleep disorders - overview ?,causes,original
What's behind this constant feeling of sickness?,causes,llm_generated
Is there a reason my arm feels numb all the time?,causes,llm_generated
Is it possible that my illness is because of something I caught from someone else,causes,llm_generated
Is it possinle thay my illness iis bcause of something II caught from someone lse,causes,typo
What causes Progeria ?,causes,original
Did catching that cold lead to this chest infection?,causes,llm_generated
Why am I always feeling so out of breath?,causes,llm_generated
Did I do something to cause my back to hurt like this,causes,llm_generated
Why an I aalways eewling so ouy of brreaah?,causes,typo
What causes Benign ear cyst or tumor ?,causes,original
I don't understand why my stomach is so bloated.,causes,llm_generated
What caused my blood pressure to go up?,causes,llm_generated
My skin is really sensitive and I'm wondering if it's because of the products I'm using,causes,llm_generated
I son't understand why my stomacj i sp bloated.,causes,typo
What causes Myocardial contusion ?,causes,original
What triggers these really bad headaches I keep getting?,causes,llm_generated
"What makes an adult get a fever, like?",causes,llm_generated
Can you shed some light on what's causing all this,causes,llm_generated
Wjat triggers these rwally baad headachhes I keep getting?,causes,typo
What causes Age-related Macular Degeneration ?,causes,original
What's the underlying reason for all this,causes,llm_generated
What triggers these really bad headaches I keep getting?,causes,llm_generated
What could be causing my hair loss,causes,llm_generated
What's the underlyibg reason for all this,causes,typo
What causes Epispadias ?,causes,original
Why am I suddenly so sensitive to light and noise?,causes,llm_generated
Is it possible that my illness is because of something I caught from someone else,causes,llm_generated
I've been getting these migraines and I don't know what's setting them off,causes,llm_generated
Why am I sudsenly so sensitive to llight nd noise?,causes,typo
What causes Mitral stenosis ?,causes,original
Why do you think this has happened to me,causes,llm_generated
Did I do something to get this infection?,causes,llm_generated
Why am I always feeling so out of breath?,causes,llm_generated
Why do you think thi has happpened to me,causes,typo
What causes Brittle diabetes ?,causes,original
I've been having trouble breathing and I'm not sure what's causing it,causes,llm_generated
What could be causing my fatigue,causes,llm_generated
Why did I suddenly lose my voice like this?,causes,llm_generated
I've ben having troube breqthing nd I'm not dure what's causing i,causes,typo
What causes Sepsis ?,causes,original
Do you think my injury is from overexerting myself at the gym,causes,llm_generated
What caused my blood pressure to go up?,causes,llm_generated
What makes someone develop asthma?,causes,llm_generated
Do you think my injury is fro overexerting myself at tthe gym,causes,typo
What causes Secondary amenorrhea ?,causes,original
"Ive been so anxious lately, is there a reason for it?",causes,llm_generated
What triggers eczema because I've had it since I was a kid,causes,llm_generated
I've been feeling really poorly for weeks and I have no idea what's causing it,causes,llm_generated
I've beeen feeling rreally poorly for weeks and I havee no idea what's cusinf it,causes,typo
What causes Neuronal ceroid lipofuscinoses (NCLS) ?,causes,original
"I'm confused about what's going on, can you clarify",causes,llm_generated
What makes a particular food cause an allergic reaction?,causes,llm_generated
What makes kids get chickenpox?,causes,llm_generated
"I'm confusedd about what' ging n, can you clarify",causes,typo
What causes Food allergy ?,causes,original
I've been feeling really anxious and I'm trying to figure out what's causing it,causes,llm_generated
"I'm not sure what's going on, can you fill me in",causes,llm_generated
I've been feeling really dizzy and I don't know what's causing it,causes,llm_generated
"I'm not ssure what's going on, can yo fill me in",causes,typo
What causes Short Bowel Syndrome ?,causes,original
Is my illness because of something I ate,causes,llm_generated
What could be causing my fatigue,causes,llm_generated
What's led to me ending up in hospital,causes,llm_generated
